chunk_id,token_count,text_length,document_id,page,has_embedding
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_23,84,359,ea73ad6304ed438f7e7d4c59ddd227a1,24,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_24,48,217,ea73ad6304ed438f7e7d4c59ddd227a1,25,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_25,31,135,ea73ad6304ed438f7e7d4c59ddd227a1,26,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_26,157,675,ea73ad6304ed438f7e7d4c59ddd227a1,27,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_27,179,780,ea73ad6304ed438f7e7d4c59ddd227a1,28,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_28,167,836,ea73ad6304ed438f7e7d4c59ddd227a1,29,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_29,47,211,ea73ad6304ed438f7e7d4c59ddd227a1,30,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_30,47,211,ea73ad6304ed438f7e7d4c59ddd227a1,31,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_31,165,716,ea73ad6304ed438f7e7d4c59ddd227a1,32,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_32,125,526,ea73ad6304ed438f7e7d4c59ddd227a1,33,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_33,162,749,ea73ad6304ed438f7e7d4c59ddd227a1,34,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_34,128,465,ea73ad6304ed438f7e7d4c59ddd227a1,35,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_35,48,221,ea73ad6304ed438f7e7d4c59ddd227a1,36,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_36,126,578,ea73ad6304ed438f7e7d4c59ddd227a1,37,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_37,138,576,ea73ad6304ed438f7e7d4c59ddd227a1,38,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_38,89,375,ea73ad6304ed438f7e7d4c59ddd227a1,39,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_39,118,518,ea73ad6304ed438f7e7d4c59ddd227a1,40,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_40,168,716,ea73ad6304ed438f7e7d4c59ddd227a1,41,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_41,149,711,ea73ad6304ed438f7e7d4c59ddd227a1,42,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_42,163,727,ea73ad6304ed438f7e7d4c59ddd227a1,43,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_43,26,124,ea73ad6304ed438f7e7d4c59ddd227a1,44,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_44,140,679,ea73ad6304ed438f7e7d4c59ddd227a1,45,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_45,25,112,ea73ad6304ed438f7e7d4c59ddd227a1,46,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_46,123,513,ea73ad6304ed438f7e7d4c59ddd227a1,47,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_47,32,165,ea73ad6304ed438f7e7d4c59ddd227a1,48,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_48,35,138,ea73ad6304ed438f7e7d4c59ddd227a1,49,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_49,28,126,ea73ad6304ed438f7e7d4c59ddd227a1,50,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_50,63,191,ea73ad6304ed438f7e7d4c59ddd227a1,51,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_51,102,342,ea73ad6304ed438f7e7d4c59ddd227a1,52,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_52,85,354,ea73ad6304ed438f7e7d4c59ddd227a1,53,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_53,74,316,ea73ad6304ed438f7e7d4c59ddd227a1,54,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_54,22,91,ea73ad6304ed438f7e7d4c59ddd227a1,55,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_55,146,592,ea73ad6304ed438f7e7d4c59ddd227a1,56,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_56,179,830,ea73ad6304ed438f7e7d4c59ddd227a1,57,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_57,193,825,ea73ad6304ed438f7e7d4c59ddd227a1,58,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_58,148,382,ea73ad6304ed438f7e7d4c59ddd227a1,59,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_59,25,116,ea73ad6304ed438f7e7d4c59ddd227a1,60,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_60,150,647,ea73ad6304ed438f7e7d4c59ddd227a1,61,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_61,132,552,ea73ad6304ed438f7e7d4c59ddd227a1,62,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_62,28,131,ea73ad6304ed438f7e7d4c59ddd227a1,63,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_63,41,174,ea73ad6304ed438f7e7d4c59ddd227a1,64,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_64,106,460,ea73ad6304ed438f7e7d4c59ddd227a1,65,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_65,104,452,ea73ad6304ed438f7e7d4c59ddd227a1,66,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_66,122,513,ea73ad6304ed438f7e7d4c59ddd227a1,67,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_67,31,141,ea73ad6304ed438f7e7d4c59ddd227a1,68,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_68,154,741,ea73ad6304ed438f7e7d4c59ddd227a1,69,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_69,154,455,ea73ad6304ed438f7e7d4c59ddd227a1,70,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_70,76,369,ea73ad6304ed438f7e7d4c59ddd227a1,71,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_71,28,130,ea73ad6304ed438f7e7d4c59ddd227a1,72,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_72,147,461,ea73ad6304ed438f7e7d4c59ddd227a1,73,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_73,19,75,ea73ad6304ed438f7e7d4c59ddd227a1,74,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_74,64,229,ea73ad6304ed438f7e7d4c59ddd227a1,75,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_75,35,138,ea73ad6304ed438f7e7d4c59ddd227a1,76,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_76,38,164,ea73ad6304ed438f7e7d4c59ddd227a1,77,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_77,175,755,ea73ad6304ed438f7e7d4c59ddd227a1,78,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_78,148,611,ea73ad6304ed438f7e7d4c59ddd227a1,79,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_79,174,726,ea73ad6304ed438f7e7d4c59ddd227a1,80,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_80,179,748,ea73ad6304ed438f7e7d4c59ddd227a1,81,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_81,37,164,ea73ad6304ed438f7e7d4c59ddd227a1,82,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_82,177,719,ea73ad6304ed438f7e7d4c59ddd227a1,83,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_83,150,609,ea73ad6304ed438f7e7d4c59ddd227a1,84,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_84,38,168,ea73ad6304ed438f7e7d4c59ddd227a1,85,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_85,94,386,ea73ad6304ed438f7e7d4c59ddd227a1,86,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_86,132,544,ea73ad6304ed438f7e7d4c59ddd227a1,87,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_87,128,517,ea73ad6304ed438f7e7d4c59ddd227a1,88,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_88,126,495,ea73ad6304ed438f7e7d4c59ddd227a1,89,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_89,27,113,ea73ad6304ed438f7e7d4c59ddd227a1,90,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_90,186,804,ea73ad6304ed438f7e7d4c59ddd227a1,91,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_91,28,108,ea73ad6304ed438f7e7d4c59ddd227a1,92,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_92,170,734,ea73ad6304ed438f7e7d4c59ddd227a1,93,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_93,27,107,ea73ad6304ed438f7e7d4c59ddd227a1,94,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_94,38,162,ea73ad6304ed438f7e7d4c59ddd227a1,95,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_95,141,591,ea73ad6304ed438f7e7d4c59ddd227a1,96,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_96,24,105,ea73ad6304ed438f7e7d4c59ddd227a1,97,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_97,35,138,ea73ad6304ed438f7e7d4c59ddd227a1,98,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_98,49,224,ea73ad6304ed438f7e7d4c59ddd227a1,99,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_99,22,98,ea73ad6304ed438f7e7d4c59ddd227a1,100,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_100,22,98,ea73ad6304ed438f7e7d4c59ddd227a1,101,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_101,22,98,ea73ad6304ed438f7e7d4c59ddd227a1,102,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_102,155,503,ea73ad6304ed438f7e7d4c59ddd227a1,103,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_103,26,116,ea73ad6304ed438f7e7d4c59ddd227a1,104,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_104,71,270,ea73ad6304ed438f7e7d4c59ddd227a1,105,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_105,93,406,ea73ad6304ed438f7e7d4c59ddd227a1,106,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_106,159,618,ea73ad6304ed438f7e7d4c59ddd227a1,107,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_107,105,467,ea73ad6304ed438f7e7d4c59ddd227a1,108,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_108,158,731,ea73ad6304ed438f7e7d4c59ddd227a1,109,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_109,91,405,ea73ad6304ed438f7e7d4c59ddd227a1,110,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_110,170,748,ea73ad6304ed438f7e7d4c59ddd227a1,111,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_111,100,422,ea73ad6304ed438f7e7d4c59ddd227a1,112,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_112,59,257,ea73ad6304ed438f7e7d4c59ddd227a1,113,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_113,55,252,ea73ad6304ed438f7e7d4c59ddd227a1,114,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_114,97,408,ea73ad6304ed438f7e7d4c59ddd227a1,115,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_115,60,257,ea73ad6304ed438f7e7d4c59ddd227a1,116,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_116,60,257,ea73ad6304ed438f7e7d4c59ddd227a1,117,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_117,80,351,ea73ad6304ed438f7e7d4c59ddd227a1,118,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_118,45,202,ea73ad6304ed438f7e7d4c59ddd227a1,119,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_119,154,674,ea73ad6304ed438f7e7d4c59ddd227a1,120,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_120,62,275,ea73ad6304ed438f7e7d4c59ddd227a1,121,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_121,156,622,ea73ad6304ed438f7e7d4c59ddd227a1,122,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_122,79,327,ea73ad6304ed438f7e7d4c59ddd227a1,123,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_123,76,323,ea73ad6304ed438f7e7d4c59ddd227a1,124,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_124,117,527,ea73ad6304ed438f7e7d4c59ddd227a1,125,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_125,28,119,ea73ad6304ed438f7e7d4c59ddd227a1,126,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_126,54,245,ea73ad6304ed438f7e7d4c59ddd227a1,127,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_127,27,110,ea73ad6304ed438f7e7d4c59ddd227a1,128,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_128,27,108,ea73ad6304ed438f7e7d4c59ddd227a1,129,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_129,27,109,ea73ad6304ed438f7e7d4c59ddd227a1,130,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_130,28,114,ea73ad6304ed438f7e7d4c59ddd227a1,131,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_131,26,106,ea73ad6304ed438f7e7d4c59ddd227a1,132,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_132,26,106,ea73ad6304ed438f7e7d4c59ddd227a1,133,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_133,40,174,ea73ad6304ed438f7e7d4c59ddd227a1,134,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_134,44,182,ea73ad6304ed438f7e7d4c59ddd227a1,135,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_135,48,189,ea73ad6304ed438f7e7d4c59ddd227a1,136,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_136,53,200,ea73ad6304ed438f7e7d4c59ddd227a1,137,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_137,56,205,ea73ad6304ed438f7e7d4c59ddd227a1,138,True
