chunk_id,token_count,text_length,document_id,page,has_embedding
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_138,60,214,ea73ad6304ed438f7e7d4c59ddd227a1,139,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_139,64,222,ea73ad6304ed438f7e7d4c59ddd227a1,140,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_140,64,222,ea73ad6304ed438f7e7d4c59ddd227a1,141,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_141,55,231,ea73ad6304ed438f7e7d4c59ddd227a1,142,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_142,119,444,ea73ad6304ed438f7e7d4c59ddd227a1,143,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_143,169,788,ea73ad6304ed438f7e7d4c59ddd227a1,144,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_144,25,98,ea73ad6304ed438f7e7d4c59ddd227a1,145,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_145,25,98,ea73ad6304ed438f7e7d4c59ddd227a1,146,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_146,57,256,ea73ad6304ed438f7e7d4c59ddd227a1,147,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_147,68,332,ea73ad6304ed438f7e7d4c59ddd227a1,148,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_148,135,491,ea73ad6304ed438f7e7d4c59ddd227a1,149,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_149,156,550,ea73ad6304ed438f7e7d4c59ddd227a1,150,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_150,147,628,ea73ad6304ed438f7e7d4c59ddd227a1,151,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_151,113,469,ea73ad6304ed438f7e7d4c59ddd227a1,152,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_152,130,573,ea73ad6304ed438f7e7d4c59ddd227a1,153,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_153,36,162,ea73ad6304ed438f7e7d4c59ddd227a1,154,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_154,57,255,ea73ad6304ed438f7e7d4c59ddd227a1,155,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_155,79,353,ea73ad6304ed438f7e7d4c59ddd227a1,156,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_156,128,537,ea73ad6304ed438f7e7d4c59ddd227a1,157,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_157,128,537,ea73ad6304ed438f7e7d4c59ddd227a1,158,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_158,128,537,ea73ad6304ed438f7e7d4c59ddd227a1,159,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_159,128,537,ea73ad6304ed438f7e7d4c59ddd227a1,160,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_160,128,537,ea73ad6304ed438f7e7d4c59ddd227a1,161,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_161,141,567,ea73ad6304ed438f7e7d4c59ddd227a1,162,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_162,141,472,ea73ad6304ed438f7e7d4c59ddd227a1,163,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_163,91,357,ea73ad6304ed438f7e7d4c59ddd227a1,164,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_164,73,300,ea73ad6304ed438f7e7d4c59ddd227a1,165,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_165,252,879,ea73ad6304ed438f7e7d4c59ddd227a1,166,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_166,33,134,ea73ad6304ed438f7e7d4c59ddd227a1,167,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_167,27,115,ea73ad6304ed438f7e7d4c59ddd227a1,168,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_168,56,252,ea73ad6304ed438f7e7d4c59ddd227a1,169,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_169,127,546,ea73ad6304ed438f7e7d4c59ddd227a1,170,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_170,25,104,ea73ad6304ed438f7e7d4c59ddd227a1,171,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_171,26,111,ea73ad6304ed438f7e7d4c59ddd227a1,172,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_172,25,104,ea73ad6304ed438f7e7d4c59ddd227a1,173,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_173,31,134,ea73ad6304ed438f7e7d4c59ddd227a1,174,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_174,28,125,ea73ad6304ed438f7e7d4c59ddd227a1,175,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_175,35,138,ea73ad6304ed438f7e7d4c59ddd227a1,176,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_176,58,226,ea73ad6304ed438f7e7d4c59ddd227a1,179,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_177,165,638,ea73ad6304ed438f7e7d4c59ddd227a1,180,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_178,113,357,ea73ad6304ed438f7e7d4c59ddd227a1,181,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_179,85,234,ea73ad6304ed438f7e7d4c59ddd227a1,182,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_180,89,240,ea73ad6304ed438f7e7d4c59ddd227a1,183,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_181,101,274,ea73ad6304ed438f7e7d4c59ddd227a1,184,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_182,105,280,ea73ad6304ed438f7e7d4c59ddd227a1,185,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_183,110,283,ea73ad6304ed438f7e7d4c59ddd227a1,186,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_184,122,317,ea73ad6304ed438f7e7d4c59ddd227a1,187,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_185,118,295,ea73ad6304ed438f7e7d4c59ddd227a1,188,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_186,123,309,ea73ad6304ed438f7e7d4c59ddd227a1,189,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_187,85,234,ea73ad6304ed438f7e7d4c59ddd227a1,190,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_188,89,240,ea73ad6304ed438f7e7d4c59ddd227a1,191,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_189,93,246,ea73ad6304ed438f7e7d4c59ddd227a1,192,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_190,105,280,ea73ad6304ed438f7e7d4c59ddd227a1,193,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_191,117,314,ea73ad6304ed438f7e7d4c59ddd227a1,194,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_192,118,323,ea73ad6304ed438f7e7d4c59ddd227a1,195,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_193,65,254,ea73ad6304ed438f7e7d4c59ddd227a1,196,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_194,58,226,ea73ad6304ed438f7e7d4c59ddd227a1,197,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_195,232,946,ea73ad6304ed438f7e7d4c59ddd227a1,198,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_196,55,223,ea73ad6304ed438f7e7d4c59ddd227a1,199,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_197,161,587,ea73ad6304ed438f7e7d4c59ddd227a1,200,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_198,96,389,ea73ad6304ed438f7e7d4c59ddd227a1,201,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_199,113,480,ea73ad6304ed438f7e7d4c59ddd227a1,202,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_200,78,274,ea73ad6304ed438f7e7d4c59ddd227a1,203,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_201,93,331,ea73ad6304ed438f7e7d4c59ddd227a1,204,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_202,112,403,ea73ad6304ed438f7e7d4c59ddd227a1,205,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_203,141,515,ea73ad6304ed438f7e7d4c59ddd227a1,206,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_204,109,424,ea73ad6304ed438f7e7d4c59ddd227a1,207,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_205,57,227,ea73ad6304ed438f7e7d4c59ddd227a1,208,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_206,195,804,ea73ad6304ed438f7e7d4c59ddd227a1,209,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_207,54,216,ea73ad6304ed438f7e7d4c59ddd227a1,210,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_208,56,245,ea73ad6304ed438f7e7d4c59ddd227a1,211,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_209,130,576,ea73ad6304ed438f7e7d4c59ddd227a1,212,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_210,163,702,ea73ad6304ed438f7e7d4c59ddd227a1,213,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_211,95,381,ea73ad6304ed438f7e7d4c59ddd227a1,214,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_212,114,464,ea73ad6304ed438f7e7d4c59ddd227a1,215,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_213,135,548,ea73ad6304ed438f7e7d4c59ddd227a1,216,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_214,151,626,ea73ad6304ed438f7e7d4c59ddd227a1,217,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_215,87,366,ea73ad6304ed438f7e7d4c59ddd227a1,218,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_216,177,626,ea73ad6304ed438f7e7d4c59ddd227a1,219,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_217,202,609,ea73ad6304ed438f7e7d4c59ddd227a1,220,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_218,54,217,ea73ad6304ed438f7e7d4c59ddd227a1,221,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_219,51,145,ea73ad6304ed438f7e7d4c59ddd227a1,222,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_220,51,149,ea73ad6304ed438f7e7d4c59ddd227a1,223,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_221,54,160,ea73ad6304ed438f7e7d4c59ddd227a1,224,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_222,61,189,ea73ad6304ed438f7e7d4c59ddd227a1,225,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_223,58,170,ea73ad6304ed438f7e7d4c59ddd227a1,226,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_224,106,376,ea73ad6304ed438f7e7d4c59ddd227a1,227,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_225,211,923,ea73ad6304ed438f7e7d4c59ddd227a1,228,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_226,73,303,ea73ad6304ed438f7e7d4c59ddd227a1,229,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_227,198,782,ea73ad6304ed438f7e7d4c59ddd227a1,230,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_228,256,807,ea73ad6304ed438f7e7d4c59ddd227a1,231,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_229,246,864,ea73ad6304ed438f7e7d4c59ddd227a1,232,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_230,131,539,ea73ad6304ed438f7e7d4c59ddd227a1,233,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_231,156,606,ea73ad6304ed438f7e7d4c59ddd227a1,234,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_232,96,407,ea73ad6304ed438f7e7d4c59ddd227a1,235,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_233,84,308,ea73ad6304ed438f7e7d4c59ddd227a1,236,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_234,119,445,ea73ad6304ed438f7e7d4c59ddd227a1,237,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_235,154,576,ea73ad6304ed438f7e7d4c59ddd227a1,238,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_236,163,612,ea73ad6304ed438f7e7d4c59ddd227a1,239,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_237,173,751,ea73ad6304ed438f7e7d4c59ddd227a1,240,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_238,188,661,ea73ad6304ed438f7e7d4c59ddd227a1,241,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_239,123,451,ea73ad6304ed438f7e7d4c59ddd227a1,242,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_240,119,438,ea73ad6304ed438f7e7d4c59ddd227a1,243,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_241,189,617,ea73ad6304ed438f7e7d4c59ddd227a1,244,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_242,141,430,ea73ad6304ed438f7e7d4c59ddd227a1,245,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_243,155,453,ea73ad6304ed438f7e7d4c59ddd227a1,246,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_244,167,486,ea73ad6304ed438f7e7d4c59ddd227a1,247,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_245,225,852,ea73ad6304ed438f7e7d4c59ddd227a1,248,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_246,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,249,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_247,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,250,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_248,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,251,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_249,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,252,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_250,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,253,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_251,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,254,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_252,141,401,ea73ad6304ed438f7e7d4c59ddd227a1,255,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_253,145,423,ea73ad6304ed438f7e7d4c59ddd227a1,256,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_254,173,579,ea73ad6304ed438f7e7d4c59ddd227a1,257,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_255,55,221,ea73ad6304ed438f7e7d4c59ddd227a1,258,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_256,130,544,ea73ad6304ed438f7e7d4c59ddd227a1,259,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_257,198,795,ea73ad6304ed438f7e7d4c59ddd227a1,260,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_258,45,161,ea73ad6304ed438f7e7d4c59ddd227a1,261,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_259,164,683,ea73ad6304ed438f7e7d4c59ddd227a1,262,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_260,159,593,ea73ad6304ed438f7e7d4c59ddd227a1,263,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_261,144,435,ea73ad6304ed438f7e7d4c59ddd227a1,264,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_262,109,324,ea73ad6304ed438f7e7d4c59ddd227a1,265,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_263,110,326,ea73ad6304ed438f7e7d4c59ddd227a1,266,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_264,109,324,ea73ad6304ed438f7e7d4c59ddd227a1,267,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_265,109,324,ea73ad6304ed438f7e7d4c59ddd227a1,268,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_266,109,324,ea73ad6304ed438f7e7d4c59ddd227a1,269,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_267,109,324,ea73ad6304ed438f7e7d4c59ddd227a1,270,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_268,124,365,ea73ad6304ed438f7e7d4c59ddd227a1,271,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_269,114,358,ea73ad6304ed438f7e7d4c59ddd227a1,272,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_270,89,279,ea73ad6304ed438f7e7d4c59ddd227a1,273,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_271,92,285,ea73ad6304ed438f7e7d4c59ddd227a1,274,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_272,121,386,ea73ad6304ed438f7e7d4c59ddd227a1,275,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_273,223,893,ea73ad6304ed438f7e7d4c59ddd227a1,276,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_274,174,728,ea73ad6304ed438f7e7d4c59ddd227a1,277,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_275,26,104,ea73ad6304ed438f7e7d4c59ddd227a1,278,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_276,165,665,ea73ad6304ed438f7e7d4c59ddd227a1,279,True
ea73ad6304ed438f7e7d4c59ddd227a1::chunk_277,124,390,ea73ad6304ed438f7e7d4c59ddd227a1,280,True
1e8e6c622bfb571b0b783d8347182318::chunk_0,31,143,1e8e6c622bfb571b0b783d8347182318,1,True
1e8e6c622bfb571b0b783d8347182318::chunk_1,205,855,1e8e6c622bfb571b0b783d8347182318,2,True
1e8e6c622bfb571b0b783d8347182318::chunk_2,26,111,1e8e6c622bfb571b0b783d8347182318,3,True
1e8e6c622bfb571b0b783d8347182318::chunk_3,26,112,1e8e6c622bfb571b0b783d8347182318,4,True
1e8e6c622bfb571b0b783d8347182318::chunk_4,20,74,1e8e6c622bfb571b0b783d8347182318,5,True
1e8e6c622bfb571b0b783d8347182318::chunk_5,20,74,1e8e6c622bfb571b0b783d8347182318,6,True
1e8e6c622bfb571b0b783d8347182318::chunk_6,20,74,1e8e6c622bfb571b0b783d8347182318,7,True
1e8e6c622bfb571b0b783d8347182318::chunk_7,20,74,1e8e6c622bfb571b0b783d8347182318,8,True
1e8e6c622bfb571b0b783d8347182318::chunk_8,20,74,1e8e6c622bfb571b0b783d8347182318,9,True
1e8e6c622bfb571b0b783d8347182318::chunk_9,115,355,1e8e6c622bfb571b0b783d8347182318,10,True
1e8e6c622bfb571b0b783d8347182318::chunk_10,112,369,1e8e6c622bfb571b0b783d8347182318,11,True
1e8e6c622bfb571b0b783d8347182318::chunk_11,26,112,1e8e6c622bfb571b0b783d8347182318,12,True
1e8e6c622bfb571b0b783d8347182318::chunk_12,127,594,1e8e6c622bfb571b0b783d8347182318,13,True
1e8e6c622bfb571b0b783d8347182318::chunk_13,65,262,1e8e6c622bfb571b0b783d8347182318,14,True
1e8e6c622bfb571b0b783d8347182318::chunk_14,124,483,1e8e6c622bfb571b0b783d8347182318,15,True
1e8e6c622bfb571b0b783d8347182318::chunk_15,217,870,1e8e6c622bfb571b0b783d8347182318,16,True
1e8e6c622bfb571b0b783d8347182318::chunk_16,26,112,1e8e6c622bfb571b0b783d8347182318,17,True
1e8e6c622bfb571b0b783d8347182318::chunk_17,66,299,1e8e6c622bfb571b0b783d8347182318,18,True
1e8e6c622bfb571b0b783d8347182318::chunk_18,202,774,1e8e6c622bfb571b0b783d8347182318,19,True
1e8e6c622bfb571b0b783d8347182318::chunk_19,194,804,1e8e6c622bfb571b0b783d8347182318,20,True
1e8e6c622bfb571b0b783d8347182318::chunk_20,107,423,1e8e6c622bfb571b0b783d8347182318,21,True
1e8e6c622bfb571b0b783d8347182318::chunk_21,32,142,1e8e6c622bfb571b0b783d8347182318,22,True
1e8e6c622bfb571b0b783d8347182318::chunk_22,41,162,1e8e6c622bfb571b0b783d8347182318,23,True
1e8e6c622bfb571b0b783d8347182318::chunk_23,87,352,1e8e6c622bfb571b0b783d8347182318,24,True
1e8e6c622bfb571b0b783d8347182318::chunk_24,92,397,1e8e6c622bfb571b0b783d8347182318,25,True
1e8e6c622bfb571b0b783d8347182318::chunk_25,35,142,1e8e6c622bfb571b0b783d8347182318,26,True
1e8e6c622bfb571b0b783d8347182318::chunk_26,48,192,1e8e6c622bfb571b0b783d8347182318,27,True
1e8e6c622bfb571b0b783d8347182318::chunk_27,63,251,1e8e6c622bfb571b0b783d8347182318,28,True
1e8e6c622bfb571b0b783d8347182318::chunk_28,64,254,1e8e6c622bfb571b0b783d8347182318,29,True
1e8e6c622bfb571b0b783d8347182318::chunk_29,86,352,1e8e6c622bfb571b0b783d8347182318,30,True
1e8e6c622bfb571b0b783d8347182318::chunk_30,85,349,1e8e6c622bfb571b0b783d8347182318,31,True
1e8e6c622bfb571b0b783d8347182318::chunk_31,100,414,1e8e6c622bfb571b0b783d8347182318,32,True
1e8e6c622bfb571b0b783d8347182318::chunk_32,108,431,1e8e6c622bfb571b0b783d8347182318,33,True
1e8e6c622bfb571b0b783d8347182318::chunk_33,185,782,1e8e6c622bfb571b0b783d8347182318,34,True
1e8e6c622bfb571b0b783d8347182318::chunk_34,20,85,1e8e6c622bfb571b0b783d8347182318,35,True
1e8e6c622bfb571b0b783d8347182318::chunk_35,27,114,1e8e6c622bfb571b0b783d8347182318,36,True
1e8e6c622bfb571b0b783d8347182318::chunk_36,28,117,1e8e6c622bfb571b0b783d8347182318,37,True
1e8e6c622bfb571b0b783d8347182318::chunk_37,29,121,1e8e6c622bfb571b0b783d8347182318,38,True
1e8e6c622bfb571b0b783d8347182318::chunk_38,30,125,1e8e6c622bfb571b0b783d8347182318,39,True
1e8e6c622bfb571b0b783d8347182318::chunk_39,29,121,1e8e6c622bfb571b0b783d8347182318,40,True
1e8e6c622bfb571b0b783d8347182318::chunk_40,30,124,1e8e6c622bfb571b0b783d8347182318,41,True
1e8e6c622bfb571b0b783d8347182318::chunk_41,31,125,1e8e6c622bfb571b0b783d8347182318,42,True
1e8e6c622bfb571b0b783d8347182318::chunk_42,145,635,1e8e6c622bfb571b0b783d8347182318,43,True
1e8e6c622bfb571b0b783d8347182318::chunk_43,15,53,1e8e6c622bfb571b0b783d8347182318,44,True
1e8e6c622bfb571b0b783d8347182318::chunk_44,26,111,1e8e6c622bfb571b0b783d8347182318,45,True
1e8e6c622bfb571b0b783d8347182318::chunk_45,41,203,1e8e6c622bfb571b0b783d8347182318,46,True
1e8e6c622bfb571b0b783d8347182318::chunk_46,128,529,1e8e6c622bfb571b0b783d8347182318,47,True
1e8e6c622bfb571b0b783d8347182318::chunk_47,158,660,1e8e6c622bfb571b0b783d8347182318,48,True
1e8e6c622bfb571b0b783d8347182318::chunk_48,41,203,1e8e6c622bfb571b0b783d8347182318,49,True
1e8e6c622bfb571b0b783d8347182318::chunk_49,183,749,1e8e6c622bfb571b0b783d8347182318,50,True
1e8e6c622bfb571b0b783d8347182318::chunk_50,58,228,1e8e6c622bfb571b0b783d8347182318,51,True
1e8e6c622bfb571b0b783d8347182318::chunk_51,67,297,1e8e6c622bfb571b0b783d8347182318,52,True
1e8e6c622bfb571b0b783d8347182318::chunk_52,82,322,1e8e6c622bfb571b0b783d8347182318,53,True
1e8e6c622bfb571b0b783d8347182318::chunk_53,109,470,1e8e6c622bfb571b0b783d8347182318,54,True
1e8e6c622bfb571b0b783d8347182318::chunk_54,109,470,1e8e6c622bfb571b0b783d8347182318,55,True
1e8e6c622bfb571b0b783d8347182318::chunk_55,109,470,1e8e6c622bfb571b0b783d8347182318,56,True
1e8e6c622bfb571b0b783d8347182318::chunk_56,109,470,1e8e6c622bfb571b0b783d8347182318,57,True
1e8e6c622bfb571b0b783d8347182318::chunk_57,109,470,1e8e6c622bfb571b0b783d8347182318,58,True
1e8e6c622bfb571b0b783d8347182318::chunk_58,109,470,1e8e6c622bfb571b0b783d8347182318,59,True
1e8e6c622bfb571b0b783d8347182318::chunk_59,114,449,1e8e6c622bfb571b0b783d8347182318,60,True
1e8e6c622bfb571b0b783d8347182318::chunk_60,119,469,1e8e6c622bfb571b0b783d8347182318,61,True
1e8e6c622bfb571b0b783d8347182318::chunk_61,124,490,1e8e6c622bfb571b0b783d8347182318,62,True
1e8e6c622bfb571b0b783d8347182318::chunk_62,129,511,1e8e6c622bfb571b0b783d8347182318,63,True
1e8e6c622bfb571b0b783d8347182318::chunk_63,62,257,1e8e6c622bfb571b0b783d8347182318,64,True
1e8e6c622bfb571b0b783d8347182318::chunk_64,72,293,1e8e6c622bfb571b0b783d8347182318,65,True
1e8e6c622bfb571b0b783d8347182318::chunk_65,81,327,1e8e6c622bfb571b0b783d8347182318,66,True
1e8e6c622bfb571b0b783d8347182318::chunk_66,91,362,1e8e6c622bfb571b0b783d8347182318,67,True
1e8e6c622bfb571b0b783d8347182318::chunk_67,100,396,1e8e6c622bfb571b0b783d8347182318,68,True
1e8e6c622bfb571b0b783d8347182318::chunk_68,110,430,1e8e6c622bfb571b0b783d8347182318,69,True
1e8e6c622bfb571b0b783d8347182318::chunk_69,119,464,1e8e6c622bfb571b0b783d8347182318,70,True
1e8e6c622bfb571b0b783d8347182318::chunk_70,128,498,1e8e6c622bfb571b0b783d8347182318,71,True
1e8e6c622bfb571b0b783d8347182318::chunk_71,137,533,1e8e6c622bfb571b0b783d8347182318,72,True
1e8e6c622bfb571b0b783d8347182318::chunk_72,220,942,1e8e6c622bfb571b0b783d8347182318,73,True
1e8e6c622bfb571b0b783d8347182318::chunk_73,157,680,1e8e6c622bfb571b0b783d8347182318,74,True
1e8e6c622bfb571b0b783d8347182318::chunk_74,41,203,1e8e6c622bfb571b0b783d8347182318,75,True
1e8e6c622bfb571b0b783d8347182318::chunk_75,173,656,1e8e6c622bfb571b0b783d8347182318,76,True
1e8e6c622bfb571b0b783d8347182318::chunk_76,128,510,1e8e6c622bfb571b0b783d8347182318,77,True
1e8e6c622bfb571b0b783d8347182318::chunk_77,162,624,1e8e6c622bfb571b0b783d8347182318,78,True
1e8e6c622bfb571b0b783d8347182318::chunk_78,47,200,1e8e6c622bfb571b0b783d8347182318,79,True
1e8e6c622bfb571b0b783d8347182318::chunk_79,53,224,1e8e6c622bfb571b0b783d8347182318,80,True
1e8e6c622bfb571b0b783d8347182318::chunk_80,42,165,1e8e6c622bfb571b0b783d8347182318,81,True
1e8e6c622bfb571b0b783d8347182318::chunk_81,197,713,1e8e6c622bfb571b0b783d8347182318,82,True
1e8e6c622bfb571b0b783d8347182318::chunk_82,66,253,1e8e6c622bfb571b0b783d8347182318,83,True
1e8e6c622bfb571b0b783d8347182318::chunk_83,82,333,1e8e6c622bfb571b0b783d8347182318,84,True
1e8e6c622bfb571b0b783d8347182318::chunk_84,100,402,1e8e6c622bfb571b0b783d8347182318,85,True
1e8e6c622bfb571b0b783d8347182318::chunk_85,90,357,1e8e6c622bfb571b0b783d8347182318,86,True
1e8e6c622bfb571b0b783d8347182318::chunk_86,96,377,1e8e6c622bfb571b0b783d8347182318,87,True
1e8e6c622bfb571b0b783d8347182318::chunk_87,96,380,1e8e6c622bfb571b0b783d8347182318,88,True
1e8e6c622bfb571b0b783d8347182318::chunk_88,96,383,1e8e6c622bfb571b0b783d8347182318,89,True
